UrlId,Id,PlantName,LicenseNumber,PlantCapacity,LicensedMiti,LicenseExpiryMiti,MitiofOperation,WardNo,VDCMNC,PhoneNo,Email,URL,Rivers,Latitude,Longitude,DateofOperation,LicensedDate,LicenseExpiryDate,CreatedBy,CreatedDate,IsActive,CompanyId,PlantType,DistrictId,ProvinceId
15,15,Mardi Khola,21,4800.00,2063/10/08,2098/10/07,2066/10/08,,,,,,Mardi,,,1/22/2010 12:00:00 AM,1/22/2007 12:00:00 AM,3/15/2042 12:00:00 AM,admin,1/1/2013 12:00:00 AM,True,Gandaki Hydropower Development Co. Ltd. Pokhara,Seasonal rate in NRS,Kaski,Gandaki
16,16,Thoppal Khola HP,19,1650.00,2063/03/25,2098/03/24,2064/07/13,,3137 Laguna Street,,,,Thoppal,39.7817,-89.6501,10/30/2007 12:00:00 AM,7/9/2006 12:00:00 AM,1/2/2021 12:00:00 AM,admin,1/1/2013 12:00:00 AM,True,Thoppal Khola Hydropower Co. Pvt. Ltd. 0,Seasonal rate in NRS,,Province 1
17,17,Ilam Puwa Khola HP,2,6200.00,2052/05/27,2101/11/30,2056/12/22,Ilam,3137 Laguna Street,555-666-0606,testing@example.com,http://www.example.com,Puwa,39.7817,-89.6501,4/4/2000 12:00:00 AM,9/12/1995 12:00:00 AM,4/4/2040 12:00:00 AM,admin,1/1/2013 12:00:00 AM,True,Nepal Electricity Authority NEA,Seasonal rate in NRS,,Province 1
18,18,Modi  HP,3,14800.00,2052/10/24,2101/11/30,2057/08/24,Parbat,,,,,Modi Khola,,,12/9/2000 12:00:00 AM,2/7/1996 12:00:00 AM,12/9/2023 12:00:00 AM,admin,1/1/2013 12:00:00 AM,True,Nepal Electricity Authority NEA,Flat Rate (NEA),Parbat,Province 1
19,19,Kaligandaki 'A' HP,4,144000.00,2053/07/21,2101/11/30,2059/04/31,Syangja,,,,,Kali Gandaki,,,8/16/2002 12:00:00 AM,11/6/1996 12:00:00 AM,3/20/2028 12:00:00 AM,admin,1/1/2013 12:00:00 AM,True,Nepal Electricity Authority NEA,Flat Rate (NEA),,Province 1
20,20,Middle Marsyangdi HP,8,70200.00,2057/03/12,2106/01/31,2065/10/01,Lamjung,,,,,Marsyangdi,,,1/14/2009 12:00:00 AM,6/26/2000 12:00:00 AM,3/20/2034 12:00:00 AM,admin,1/1/2013 12:00:00 AM,True,Nepal Electricity Authority NEA,Flat Rate (NEA),Lamjung,Province 1
21,21,Tatopani HP,1_gtd,2000.00,2051/12/06,2101/11/30,2051/12/30,Myagdi,,,,,Tatopani,,,4/13/1995 12:00:00 AM,3/20/1995 12:00:00 AM,3/21/2021 12:00:00 AM,admin,1/1/2013 12:00:00 AM,True,Nepal Electricity Authority NEA,Flat Rate (NEA),Myagdi,Province 1
22,22,Marsyangdi HP,1_gtd,69000.00,2041/12/07,2071/12/06,2046/06/15,Tanahu,,,,,Marsyangdi,,,10/1/1989 12:00:00 AM,3/20/1985 12:00:00 AM,3/20/2015 12:00:00 AM,admin,1/1/2013 12:00:00 AM,True,Nepal Electricity Authority NEA,Flat Rate (NEA),,Province 1
23,23,Panauti HP,1_gtd,2400.00,2018/12/07,2048/12/07,2023/12/07,Kavreplanchok,,,,,Roshi,,,3/20/1967 12:00:00 AM,3/20/1962 12:00:00 AM,3/20/1992 12:00:00 AM,admin,1/1/2013 12:00:00 AM,True,Nepal Electricity Authority NEA,Flat Rate (NEA),Kavrepalanchok,Province 1
24,24,Trisuli  HP,1_gtd,24000.00,2018/12/07,2048/12/07,2023/12/07,Nuwakot,,,,,Trishuli,,,3/20/1967 12:00:00 AM,3/20/1962 12:00:00 AM,3/20/1992 12:00:00 AM,admin,1/1/2013 12:00:00 AM,True,Nepal Electricity Authority NEA,Flat Rate (NEA),Nuwakot,Province 1
25,25,Gandak  HP,1_gtd,15000.00,2034/12/07,2064/12/07,2038/12/07,Nawalparasi,,,,,Narayani,,,3/20/1982 12:00:00 AM,3/20/1978 12:00:00 AM,3/20/2008 12:00:00 AM,admin,1/1/2013 12:00:00 AM,True,Nepal Electricity Authority NEA,Flat Rate (NEA),Nawalparasi,Province 1
26,26,Sunkoshi  HP,1_gtd,10050.00,2024/12/07,2054/12/07,2028/12/07,Sindhupalchok,,,,,,,,3/20/1972 12:00:00 AM,3/20/1968 12:00:00 AM,3/20/1998 12:00:00 AM,admin,1/1/2013 12:00:00 AM,True,Nepal Electricity Authority NEA,Flat Rate (NEA),Sindhupalchok,Bagmati
27,27,Kulekhani-I  HP,1_gtd,60000.00,2035/12/07,2065/12/07,2039/12/07,Makwanpur,,,,,Kulekhani,,,3/21/1983 12:00:00 AM,3/20/1979 12:00:00 AM,3/20/2009 12:00:00 AM,admin,1/1/2013 12:00:00 AM,True,Nepal Electricity Authority NEA,Flat Rate (NEA),Makawanpur,Province 1
28,28,Devighat  HP,1_gtd,14100.00,2037/12/07,2067/12/06,2041/12/07,Nuwakot,,,,,Trishuli,,,3/20/1985 12:00:00 AM,3/20/1981 12:00:00 AM,3/20/2011 12:00:00 AM,admin,1/1/2013 12:00:00 AM,True,Nepal Electricity Authority NEA,Flat Rate (NEA),Nuwakot,Province 1
29,29,Fewa (Pokhara)  HP,,1088.00,2022/12/07,2052/12/07,2026/12/07,,,,,,Fewa,,,3/20/1970 12:00:00 AM,3/20/1966 12:00:00 AM,3/20/1996 12:00:00 AM,admin,1/1/2013 12:00:00 AM,True,Nepal Electricity Authority NEA,Flat Rate (NEA),Kaski,Province 1
30,30,Tinau  HP,1_gtd,1024.00,2029/12/07,2059/12/06,2034/12/07,none,,,,,Tinau,,,3/20/1978 12:00:00 AM,3/20/1973 12:00:00 AM,3/20/2003 12:00:00 AM,admin,1/1/2013 12:00:00 AM,True,Nepal Electricity Authority NEA,Flat Rate (NEA),Palpa,Province 1
31,31,Seti  HP,1_gtd,1500.00,2038/12/07,2068/12/07,2042/07/01,none,,,,,Seti Khola,,,10/17/1985 12:00:00 AM,3/20/1982 12:00:00 AM,3/20/2012 12:00:00 AM,admin,1/1/2013 12:00:00 AM,True,Nepal Electricity Authority NEA,Flat Rate (NEA),Kaski,Province 1
32,32,Kulekhani-II  HP,1_gtd,32000.00,2039/12/07,2069/12/08,2043/12/07,none,,,,,Kulekhani,,,3/21/1987 12:00:00 AM,3/21/1983 12:00:00 AM,3/21/2013 12:00:00 AM,admin,1/1/2013 12:00:00 AM,True,Nepal Electricity Authority NEA,Flat Rate (NEA),Makawanpur,Province 1
33,33,Jhimruk,3_gtd,12000.00,2052/01/25,2101/12/30,2051/05/01,,Darimchaur,977-086-590104,info@bpc.com.np,https://www.bpc.com.np/,Jhimruk Khola,,,8/17/1994 12:00:00 AM,5/8/1995 12:00:00 AM,4/14/2042 12:00:00 AM,admin,1/1/2013 12:00:00 AM,True,Butwal Power Company,Local R.E Distribution,Pyuthan,Lumbini
34,34,Chatara HP,,3200.00,2052/04/01,2082/04/01,2052/04/01,,,,,,,,,7/17/1995 12:00:00 AM,7/17/1995 12:00:00 AM,7/17/2025 12:00:00 AM,admin,1/1/2013 12:00:00 AM,True,Nepal Electricity Authority NEA,Flat Rate (NEA),Sunsari,
36,36,Hewa Khola HP,25,4500.00,2065/01/22,2100/01/21,2068/04/10,,,+1-555-123-4567,ajardin_dip@m.spheremail.net,,Hewa Khola,,,7/26/2011 12:00:00 AM,5/4/2008 12:00:00 AM,12/13/2018 12:00:00 AM,admin,1/1/2013 12:00:00 AM,True,Barun Hydropower,Seasonal rate in NRS,Saptari,Bagmati
37,37,Mai Khola Small HP,23,4500.00,2064/08/20,2099/08/19,2067/11/01,,,Kathmandu,,,Mai Khola,,,2/13/2011 12:00:00 AM,12/6/2007 12:00:00 AM,4/28/2024 12:00:00 AM,admin,1/1/2013 12:00:00 AM,True,Himal Dolkha Hydropower Company Limited Kathmadnu,Seasonal rate in NRS,Ilam,Province 1
38,38,Bijaypur-1 Small HP,34,4500.00,2066/12/22,2101/12/21,2069/05/05,Bijaypur-1,,,,,Bijayapur,,,8/21/2012 12:00:00 AM,4/4/2010 12:00:00 AM,8/21/2042 12:00:00 AM,admin,1/1/2013 12:00:00 AM,True,Bhagawati Hydropower Development Company Ltd. Bijaypur,Seasonal rate in NRS,Kaski,Province 1
39,39,Lower Modi-1 HP,29,10200.00,2066/05/02,2101/05/02,2069/08/09,,,,,,Modi Khola,,,11/24/2012 12:00:00 AM,8/18/2009 12:00:00 AM,11/24/2042 12:00:00 AM,admin,1/1/2013 12:00:00 AM,True,United Modi Hydropower Pvt. Ltd.,Seasonal rate in NRS,Parbat,Province 1
40,40,Siuri HP,31,5000.00,2066/05/30,2101/05/29,2069/06/30,,,,,,Siuri,,,10/16/2012 12:00:00 AM,9/15/2009 12:00:00 AM,10/16/2042 12:00:00 AM,admin,1/1/2013 12:00:00 AM,True,Nyadi Group (P) Ltd. Lamjung,Seasonal rate in NRS,Lamjung,Gandaki
41,41,Sipring Khola HP,27,10000.00,2066/01/30,2101/01/29,2069/10/03,,,,,,Sipring ,,,1/16/2013 12:00:00 AM,5/13/2009 12:00:00 AM,1/16/2043 12:00:00 AM,admin,1/1/2013 12:00:00 AM,True,Synergy Power Development P Ltd Kathmandu,Seasonal rate in NRS,Dolakha,Province 1
42,42,Tadikhola HP,54,5000.00,2068/08/06,2103/08/05,2069/12/04,,,01-4219731,,,Tadi Khola,,,3/17/2013 12:00:00 AM,11/22/2011 12:00:00 AM,3/27/2043 12:00:00 AM,admin,1/1/2013 12:00:00 AM,True,"Mountain Energy Nepal Ltd. Sunrise Bizz Park, 3rd Floor",Seasonal rate in NRS,Nuwakot,Bagmati
43,43,Bhairav kunda khola Small HP,30,3000.00,2066/05/19,2101/05/18,2071/02/22,Sindhupalchowk,,,,,Bhairab Kund,,,6/5/2014 12:00:00 AM,9/4/2009 12:00:00 AM,6/5/2042 12:00:00 AM,admin,1/1/2013 12:00:00 AM,True,Bhairab kunda khola Hydropower Co. Ltd.,Seasonal rate in NRS,Sindhupalchok,Province 1
44,44,Ankhukhola Small HP,32,8400.00,2066/08/26,2101/08/25,2070/05/08,Dhading,,,,,Ankhu khola,,,8/24/2013 12:00:00 AM,12/11/2009 12:00:00 AM,8/24/2042 12:00:00 AM,admin,1/1/2013 12:00:00 AM,True,Ankhu Khola Hydropower Co. Ltd.,Seasonal rate in NRS,Dhading,Province 1
45,45,Middle Chaku HP,44,1800.00,2067/12/07,2102/12/06,2069/11/01,Sindhupalchowk,,,,,,,,2/12/2013 12:00:00 AM,3/21/2011 12:00:00 AM,2/12/2043 12:00:00 AM,admin,1/1/2013 12:00:00 AM,True,Laughing Buddha Power Nepal Pvt. Ltd.,Seasonal rate in NRS,Sindhupalchok,Province 1
46,46,Lower Chaku HP,26,1800.00,2065/05/09,2100/05/08,2070/04/24,,,,,,Chaku,,,8/8/2013 12:00:00 AM,8/25/2008 12:00:00 AM,7/29/2042 12:00:00 AM,admin,1/1/2013 12:00:00 AM,True,Laughing Buddha Power Nepal Pvt. Ltd.,Seasonal rate in NRS,Sindhupalchok,Province 1
47,47,Charnawati khola HP,40,3520.00,2067/08/17,2102/08/16,2070/02/24,Dolkha,,,,,Charnawati,,,6/7/2013 12:00:00 AM,12/3/2010 12:00:00 AM,6/7/2042 12:00:00 AM,admin,1/1/2013 12:00:00 AM,True,Nepal Hydro Developer Ltd.,Seasonal rate in NRS,Dolakha,Province 1
48,48,Upper Hugdi,67,5000.00,2069/04/30,2104/04/29,2071/12/09,,,,,,Hugdi,,,3/23/2015 12:00:00 AM,8/14/2012 12:00:00 AM,4/14/2043 12:00:00 AM,admin,1/1/2013 12:00:00 AM,True,Ruru Jalbidyut Pariyojana Pvt. Ltd,Seasonal rate in NRS,Gulmi,Province 1
49,49,Chhandi Khola,103,2000.00,2070/05/24,2105/05/23,2072/12/13,Lamjung,,Lamjung,,N/A,Chhandi,,,3/26/2016 12:00:00 AM,9/9/2013 12:00:00 AM,9/9/2043 12:00:00 AM,admin,1/1/2013 12:00:00 AM,True,Chhyandi Hydropower Co. Ltd,Seasonal rate in NRS,Lamjung,Province 1
50,50,Sanima Mai,37,22000.00,2067/05/13,2102/05/12,2071/11/14,,,,,,Mai Khola,,,2/26/2015 12:00:00 AM,8/29/2010 12:00:00 AM,8/29/2043 12:00:00 AM,admin,1/1/2013 12:00:00 AM,True,Sanima Mai Hydropower Limited,Seasonal rate in NRS,Ilam,Province 1
51,51,Mai Cascade,72,7000.00,2069/07/15,2104/07/14,2072/10/29,,,,,,Mai Khola,,,2/12/2016 12:00:00 AM,10/31/2012 12:00:00 AM,10/31/2042 12:00:00 AM,admin,1/1/2013 12:00:00 AM,True,Sanima Mai Hydropower Limited,Seasonal rate in NRS,Ilam,Province 1
52,52,Radhi Small,47,4400.00,2068/01/28,2103/01/27,2071/02/31,,,,,,Radhi,,,6/14/2014 12:00:00 AM,5/11/2011 12:00:00 AM,5/11/2041 12:00:00 AM,admin,1/1/2013 12:00:00 AM,True,Radhi Bidyut Co. Ltd,Seasonal rate in NRS,Lamjung,Province 1
53,53,Upper Puwa-1,90,3000.00,2070/02/06,2105/02/05,2071/10/01,,,,,,Puwa,,,1/15/2015 12:00:00 AM,5/20/2013 12:00:00 AM,5/20/2043 12:00:00 AM,admin,1/1/2013 12:00:00 AM,True,Joshi Hydropower Co. P. Ltd,Seasonal rate in NRS,Ilam,Province 1
54,54,Jiri Khola SHP,42,2400.00,2067/11/17,2102/11/16,2071/11/01,,,,,,Jiri Khola,,,2/13/2015 12:00:00 AM,3/1/2011 12:00:00 AM,3/1/2044 12:00:00 AM,admin,1/1/2013 12:00:00 AM,True,"Bojini Company (P.) Ltd Buddhanagar, Kathmandu",Seasonal rate in NRS,Dolakha,Province 1
55,55,Mailung Khola,13,5000.00,2060/12/03,2094/12/02,2071/03/19,,,,,,Mailung Khola,,,7/3/2014 12:00:00 AM,3/16/2004 12:00:00 AM,3/16/2038 12:00:00 AM,admin,1/1/2013 12:00:00 AM,True,Mailung Khola Hydropower Company Ltd,Seasonal rate in NRS,Rashuwa,Province 1
61,61,Nau gad khola,65,8500.00,2069/03/31,2104/03/30,2072/05/02,Naugad,,,,,Naugad,,,8/19/2015 12:00:00 AM,7/15/2012 12:00:00 AM,4/3/2034 12:00:00 AM,rmsdoed,7/2/2018 10:22:47 AM,True,Api Power Company Ltd.,Seasonal rate in NRS,Darchula,Sudurpashchim
62,62,Upper Mai,36,12000.00,2067/04/23,2102/04/22,2073/03/09,"Mabu,Maimajhuwa (Ilam)",,,,,,,,6/23/2016 12:00:00 AM,8/8/2010 12:00:00 AM,8/7/2042 12:00:00 AM,rmsdoed,11/21/2018 10:11:48 AM,True,"Panchakanya Mai Hydropwer limited Harihar bhawan, Pulchowk, Lalitpur",Seasonal rate in NRS,,
63,63,Khani Khola,85,2000.00,2069/11/03,2104/11/02,2073/08/09,Lalitpur,,,,,,,,11/24/2016 12:00:00 AM,2/14/2013 12:00:00 AM,2/14/2043 12:00:00 AM,rmsdoed,11/21/2018 10:30:13 AM,True,Khani Khola Hydropower Company Ltd Lalitpur,Seasonal rate in NRS,,
64,64,Tungun - Thosne Khola,84,4360.00,2069/11/03,2104/11/02,2073/08/09,Lalitpur,,,,,,,,11/24/2016 12:00:00 AM,2/14/2013 12:00:00 AM,2/14/2044 12:00:00 AM,rmsdoed,11/21/2018 10:35:44 AM,True,Khani Khola Hydropower Company Ltd Lalitpur,Seasonal rate in NRS,,
65,65,Upper Madi,35,25000.00,2067/01/27,2102/01/26,2073/09/25,Kaski,,4106507,,,,,,1/9/2017 12:00:00 AM,5/10/2010 12:00:00 AM,5/9/2043 12:00:00 AM,rmsdoed,11/21/2018 10:45:05 AM,True,Madi Power Pvt Ltd. Gorakha Complex Minbhawan,Seasonal rate in NRS,,
66,66,Daram Khola-A,89,2500.00,2070/02/02,2105/02/01,2073/03/12,Baglung,,01-4364009,,,Daram,,,6/26/2016 12:00:00 AM,5/16/2013 12:00:00 AM,5/15/2043 12:00:00 AM,rmsdoed,11/21/2018 10:52:10 AM,True,Sayapatri Hydropower Pvt. Ltd. Gongabu-29 Kathmandu,Seasonal rate in NRS,,Province 1
67,67,Upper Marsyangdi A,60,50000.00,2068/12/17,2103/12/16,2073/07/30,Lamjung,,,,,,,,11/15/2016 12:00:00 AM,3/30/2012 12:00:00 AM,3/29/2044 12:00:00 AM,rmsdoed,11/21/2018 11:59:12 AM,True,"Sinohydro-Sagarmatha Power Company Pvt Ltd Sanepa , Lalitpur",PPA Rate in USD & NRS,Lamjung,Gandaki
68,68,Hewa Khola A,58,14900.00,2069/08/21,2104/08/20,2074/01/10,Yanganam (Panchthar),,01-5251003 ,,,,,,4/23/2017 12:00:00 AM,12/6/2012 12:00:00 AM,12/6/2043 12:00:00 AM,rmsdoed,11/23/2018 5:11:31 PM,True,"Panchthar Power Company Pvt. Ltd. Hativan 15, Lalitpur",Seasonal rate in NRS,,
69,69,Dwari Khola SHP,124,3750.00,2071/02/26,2106/02/25,2074/01/23,,,,,,Dwari Khola,,,5/6/2017 12:00:00 AM,6/9/2014 12:00:00 AM,,arun.raut,12/11/2018 1:35:32 PM,True,"Bhugol Energy Development Company Pvt Ltd Baneshwor-10, Kathmandu",Seasonal rate in NRS,Dailekh,Karnali
70,70,Upper Mai -C,95,6100.00,2070/03/21,2105/03/20,2074/04/09,,Sandakpur ,977-26-681006,admin@panchakanyamai.com.np,http://panchakanyamai.com.np/,Mai Khola,,,7/24/2017 12:00:00 AM,7/5/2013 12:00:00 AM,1/1/1967 12:00:00 AM,arun.raut,12/11/2018 1:43:17 PM,True,"Panchakanya Mai Hydropwer limited Harihar bhawan, Pulchowk, Lalitpur",Seasonal rate in NRS,Ilam,Province 1
71,71,Sabha Khola HPP,81,4000.00,2069/10/04,2104/10/03,2074/06/02,"Sabhapokhari-1,  (Dhupu) Shankhuwasabha",,014461326,,,,,,9/18/2017 12:00:00 AM,1/17/2013 12:00:00 AM,,arun.raut,12/17/2018 2:16:57 PM,True,"Divyaswori Hydropower Ltd. Purano Baneshwor-31, Kathmandu",Seasonal rate in NRS,,
72,72,Thapa Khola HPP,61,13600.00,2069/01/26,2104/01/25,2074/08/22,"Sano Bharyang-15, Kathmandu",,01-4302706/07/09,,,,,,12/8/2017 12:00:00 AM,5/8/2012 12:00:00 AM,,arun.raut,12/17/2018 2:22:29 PM,True,"Mount Kailash Energy Co. Ltd.  Sano Bharyang-15, Kathmandu",Seasonal rate in NRS,,
73,73,Chake Khola SHPP,114,2830.00,2070/11/21,2105/11/20,2074/08/28,"Khusibu-17, Kathmandu",,01-4481377,,,,,,12/14/2017 12:00:00 AM,3/5/2014 12:00:00 AM,,arun.raut,12/17/2018 2:29:31 PM,True,"Garjyang Upatyaka Hydropower Ltd. KMNP-17, Kathmandu",Seasonal rate in NRS,,
74,74,Sardi Khola HPP,94,4000.00,2070/03/13,2105/03/12,2074/08/23,"Sinamangal-9, Kathmandu",,01-4461574,,,,,,12/9/2017 12:00:00 AM,6/27/2013 12:00:00 AM,,arun.raut,12/17/2018 2:35:01 PM,True,"Mandakini Hydropower Ltd. Sinamangal-9, Kathmandu",Seasonal rate in NRS,,
75,75,Midim Khola(Karapu) HPP,68,3000.00,2069/05/06,2104/05/05,2074/10/15,,Karputar,01-5525406,unionhppl@gmail.com,,,,,1/29/2018 12:00:00 AM,8/22/2012 12:00:00 AM,1/1/1967 12:00:00 AM,arun.raut,12/17/2018 2:45:28 PM,True,"Union Hydropower Limited Dhobighat-3, Lalitpur",Seasonal rate in NRS,Lamjung,Gandaki
76,76,Jogmai Khola,86,7600.00,2069/12/29,2104/12/28,2074/01/18,,,,,,Jogmai Khola,,,5/1/2017 12:00:00 AM,4/11/2013 12:00:00 AM,,rmsdoed,6/8/2020 2:03:02 PM,True,"Sanvi Energy Pvt. Ltd. Pulchok, Lalitpur",Seasonal rate in NRS,Ilam,Province 1
77,77,Daraundi A,62,6000.00,2069/02/16,2104/02/15,2073/08/12,Gorkha,,,,,,,,11/27/2016 12:00:00 AM,5/29/2012 12:00:00 AM,,rmsdoed,6/8/2020 2:08:01 PM,True,"Kalika Power Company Limited Samakhusi, Kathmandu, Nepal.",Seasonal rate in NRS,,Province 1
78,78,Molun Khola SHP,127,7000.00,2071/06/02,2106/06/01,2074/12/12,"Baraneshwor, Okhaldhunga",,,,,,,,3/26/2018 12:00:00 AM,9/18/2014 12:00:00 AM,,rmsdoed,6/8/2020 2:13:48 PM,True,Molun Hydropower Co. Pvt. Ltd Rabibhawan Kathmandu P.O.Box 5813,Seasonal rate in NRS,,Province 1
79,79,Puwa Khola-1,106,4000.00,2070/06/21,2105/06/20,2074/06/23,"Shantidanda, Barbote, Ilam",,,,,,,,10/9/2017 12:00:00 AM,10/7/2013 12:00:00 AM,,rmsdoed,6/8/2020 2:17:32 PM,True,Puwa Khola - 1 Hydropower Pvt. Ltd PO Bpx 20762 Baluwatar,Seasonal rate in NRS,,Province 1
80,80,Chameliya Khola,20,30000.00,2063/09/04,2098/09/03,2074/10/27,"Latinath, Seri, Sikhar (Darchula)",,,,,Chameliya Khola,,,2/10/2018 12:00:00 AM,12/19/2006 12:00:00 AM,,rmsdoed,6/8/2020 3:03:54 PM,True,Nepal Electricity Authority NEA,Seasonal rate in NRS,,Province 1
81,81,Jhyari Khola,63,2000.00,2069/02/30,2104/02/29,2073/04/01,Sindhupalchok,,,,,,,,7/16/2016 12:00:00 AM,6/12/2012 12:00:00 AM,,rmsdoed,6/8/2020 3:16:17 PM,True,"Electrocom and Research Centre Baneshwor, Kathamandu - 10",Seasonal rate in NRS,,Province 1
82,82,Phawa khola,39,5000.00,2067/06/19,2102/06/18,2074/07/14,Chaksibote,,,,,Phawa khola,,,10/31/2017 12:00:00 AM,10/5/2010 12:00:00 AM,,rmsdoed,6/8/2020 3:43:43 PM,True,"Shiwani Hydropower Company Baneshwor, Kathamandu - 10",Seasonal rate in NRS,Taplejung,Province 1
83,83,Madkyu Khola,116,13000.00,2070/11/21,2105/11/20,2074/12/19,,,,,,Madkyu,,,4/2/2018 12:00:00 AM,3/5/2014 12:00:00 AM,,rmsdoed,6/8/2020 3:47:17 PM,True,"Sikles Hydropower Pvt.Ltd P.O.Box. 170, Lekhnath Nagar Palika - 3, Kaski,",Seasonal rate in NRS,Kaski,Gandaki
84,84,Mai Sana Cascade HPP,101,8000.00,2070/04/15,2105/04/14,2074/12/26,"Chisapani, Ilam",,,,,Mai Khola,,,4/9/2018 12:00:00 AM,7/30/2013 12:00:00 AM,,rmsdoed,6/8/2020 3:50:24 PM,True,Himal Dolkha Hydropower Company Limited Kathmadnu,Seasonal rate in NRS,,Province 1
85,85,Theule Khola HPP,140,1500.00,2072/03/28,2107/03/27,2075/03/24,Sarkuwa,,,,,Theule,,,7/8/2018 12:00:00 AM,7/13/2015 12:00:00 AM,,rmsdoed,6/8/2020 3:53:55 PM,True,Barahi Hydropower Ltd Lakeside Pokhra-6,Seasonal rate in NRS,Baglung,Gandaki
86,86,Baramchi Khola HPP,33,4200.00,2066/10/26,2101/10/25,2071/12/30,"Baramchi, Hagam ",,,,,Baramchi,,,4/13/2015 12:00:00 AM,2/9/2010 12:00:00 AM,,rmsdoed,6/8/2020 3:56:31 PM,True,"Unique Hydel Pvt Ltd Thulo Bharyang, Kathmandu",Seasonal rate in NRS,Sindhupalchok,Bagmati
